icon 0: {'type': 'text', 'bbox': [0.0717741921544075, 0.01984127052128315, 0.16612903773784637, 0.035353533923625946], 'interactivity': True, 'content': '18:35', 'source': 'box_ocr_content_ocr'}
icon 14: {'type': 'icon', 'bbox': [0.1670004427433014, 0.43112486600875854, 0.34163910150527954, 0.4604995548725128], 'interactivity': True, 'content': 'A symbol or symbol related to walking or adding a new item or element.', 'source': 'box_yolo_content_yolo'}
icon 15: {'type': 'icon', 'bbox': [0.43284016847610474, 0.43380430340766907, 0.47708529233932495, 0.4575968086719513], 'interactivity': True, 'content': 'the symbol for adding or adding a line.', 'source': 'box_yolo_content_yolo'}
icon 16: {'type': 'icon', 'bbox': [0.4736398458480835, 0.43281975388526917, 0.5339285135269165, 0.45943698287010193], 'interactivity': True, 'content': 'a user profile or avatar.', 'source': 'box_yolo_content_yolo'}
icon 17: {'type': 'icon', 'bbox': [0.27762654423713684, 0.6261222958564758, 0.38812220096588135, 0.6582173109054565], 'interactivity': True, 'content': 'a symbol or symbol for a user interface.', 'source': 'box_yolo_content_yolo'}
icon 18: {'type': 'icon', 'bbox': [0.3885561227798462, 0.6238980293273926, 0.494751900434494, 0.6603953242301941], 'interactivity': True, 'content': 'a line or line symbol.', 'source': 'box_yolo_content_yolo'}
icon 19: {'type': 'icon', 'bbox': [0.6777899861335754, 0.626663327217102, 0.7500287294387817, 0.658553421497345], 'interactivity': True, 'content': 'a symbol or symbol related to a user interface or account.', 'source': 'box_yolo_content_yolo'}
icon 20: {'type': 'icon', 'bbox': [0.8752495646476746, 0.6213580369949341, 0.9585620760917664, 0.6611415147781372], 'interactivity': True, 'content': 'a symbol or symbol related to a heart.', 'source': 'box_yolo_content_yolo'}
icon 21: {'type': 'text', 'bbox': [0.1758064478635788, 0.7175324559211731, 0.3362903296947479, 0.7362914681434631], 'interactivity': True, 'content': '^ddzzJy..', 'source': 'box_ocr_content_ocr'}
icon 22: {'type': 'icon', 'bbox': [0.03692098334431648, 0.7129945755004883, 0.15453411638736725, 0.766355574131012], 'interactivity': True, 'content': 'a person wearing a hat.', 'source': 'box_yolo_content_yolo'}
icon 23: {'type': 'icon', 'bbox': [0.46199849247932434, 0.7426436543464661, 0.523075520992279, 0.770652711391449], 'interactivity': True, 'content': 'a user profile or avatar.', 'source': 'box_yolo_content_yolo'}
icon 24: {'type': 'icon', 'bbox': [0.16643138229846954, 0.7717378735542297, 0.41427454352378845, 0.806966245174408], 'interactivity': True, 'content': 'a walking or walking tool.', 'source': 'box_yolo_content_yolo'}
icon 25: {'type': 'icon', 'bbox': [0.1630275547504425, 0.8042510747909546, 0.494210809469223, 0.8334075808525085], 'interactivity': True, 'content': 'a line or comment section.', 'source': 'box_yolo_content_yolo'}
icon 26: {'type': 'text', 'bbox': [0.6919354796409607, 0.8084415793418884, 0.8411290049552917, 0.8300865888595581], 'interactivity': True, 'content': 'O1.0F', 'source': 'box_ocr_content_ocr'}
icon 27: {'type': 'icon', 'bbox': [0.879915177822113, 0.8013803362846375, 0.9580943584442139, 0.8374568819999695], 'interactivity': True, 'content': 'a symbol or symbol related to a heart.', 'source': 'box_yolo_content_yolo'}
icon 28: {'type': 'icon', 'bbox': [0.24996362626552582, 0.8320209383964539, 0.5447437167167664, 0.8713634610176086], 'interactivity': True, 'content': 'a text alignment tool.', 'source': 'box_yolo_content_yolo'}
icon 29: {'type': 'icon', 'bbox': [0.051968224346637726, 0.9314103722572327, 0.29244381189346313, 0.9572387337684631], 'interactivity': True, 'content': 'A tool or function related to programming or programming.', 'source': 'box_yolo_content_yolo'}
icon 30: {'type': 'icon', 'bbox': [0.3053310513496399, 0.929955005645752, 0.40616175532341003, 0.9605015516281128], 'interactivity': True, 'content': 'a line or line indicator.', 'source': 'box_yolo_content_yolo'}
icon 31: {'type': 'icon', 'bbox': [0.45315852761268616, 0.9192453622817993, 0.5413963198661804, 0.9792627692222595], 'interactivity': True, 'content': 'Refresh or reload.', 'source': 'box_yolo_content_yolo'}
icon 32: {'type': 'icon', 'bbox': [0.5604291558265686, 0.9211445450782776, 0.6485763788223267, 0.9609072208404541], 'interactivity': True, 'content': 'a blank space or screen.', 'source': 'box_yolo_content_yolo'}
icon 33: {'type': 'icon', 'bbox': [0.6473010182380676, 0.928508996963501, 0.7157478928565979, 0.9608023166656494], 'interactivity': True, 'content': 'a line or line icon.', 'source': 'box_yolo_content_yolo'}
icon 34: {'type': 'icon', 'bbox': [0.7543802857398987, 0.9225515127182007, 0.8385222554206848, 0.983738124370575], 'interactivity': True, 'content': '@ ', 'source': 'box_yolo_content_ocr'}
icon 35: {'type': 'icon', 'bbox': [0.8413960337638855, 0.9202427268028259, 0.9632402062416077, 0.980766236782074], 'interactivity': True, 'content': 'a user profile or account.', 'source': 'box_yolo_content_yolo'}
icon 36: {'type': 'icon', 'bbox': [0.6691773533821106, 0.9839811325073242, 0.9932642579078674, 1.0], 'interactivity': True, 'content': 'a blank space or screen.', 'source': 'box_yolo_content_yolo'}
